imageID,username,imageName,groundTruthSize,experience,imgW,imgH,tissueArea,tumorArea,annoArea,groundTruth,diagnosis,diagnosisBinary,diagnosisError,correctness,magnification,taskCompletionTime,cancerType,tumorTissueRatio,imgPrecision,imgRecall,imgIoU,imgF1,imgF05,imgF025,tpArea,fpArea,fnArea,tnArea,overallAcc,overallPrecision,overallRecall,overallF1,overallF05,overallF025,meanPrecision,meanRecall,meanIoU,meanF1,meanF05,meanF025,zoom,imageZoom,numFixations,numFixationsInGT,fixationDuration,fixationDurationInGT,timeToFirstGTFix,saccadeDistance,saccadeSpeed,eccentricity,fixationDistToCenter,coverage,turnAngle
C14,P8,test_056.tif,None,4,97792,221184,1939666,0,0,0,Benign,1,TN,1,20,50.046,Lymph,0,1,1,1,1,1,1,0,0,0,1939666,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,1.5,0.0098,117,0,218.6068,0,-1,6506.751,21.7347,2561.984,422.4696,0.131224,93.0487
C14,P9,test_056.tif,None,2,97792,221184,1939666,0,3388,0,Benign,1,TN,1,20,455.969,Lymph,0,0,0,0,0,0,0,0,694,0,1938972,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,5.993,0.039,1125,0,192.6124,0,-1,4697.869,16.28794,2561.984,440.7616,0.418054,91.72492
C2,P1,test_008.tif,Micro,2,106496,93184,1692615,2479,0,1,Benign,0,FN,0,40,35.842,Lymph,0.001095937351,0,0,0,0,0,0,0,0,1855,1690760,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,5.898,0.1173,92,0,253.5761,0,-1,7266.886,26.67363,477.7406,441.3435,0.137005,94.06923
C15,P10,test_064.tif,Micro,1,97792,212992,432882,1482,0,1,Benign,0,FN,0,20,39.303,Lymph,0.002608101053,0,0,0,0,0,0,0,0,1129,431753,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,5.062,0.0342,95,0,284.5579,0,-1,4444.814,13.57689,548.3924,354.7083,0.128036,71.22803
C15,P11,test_064.tif,Micro,3,97792,212992,432882,1482,3577,1,Malignant,1,TP,1,20,38.199,Lymph,0.002608101053,0.3918778202,1,0.3918778202,0.5630922693,0.4461392555,0.4064160932,1129,1752,0,430001,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,25.629,0.1733,82,7,228.7439,310.5714,10560,3866.878,10.2768,485.3576,466.5345,0.042048,85.22286
C15,P2,test_064.tif,Micro,1,97792,212992,432882,1482,0,1,Benign,0,FN,0,20,33.116,Lymph,0.002608101053,0,0,0,0,0,0,0,0,1129,431753,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,25.629,0.1733,72,1,260.0833,75,7187,4485.872,18.68217,576.5085,297.8653,0.115757,71.23448
C15,P3,test_064.tif,Micro,3,97792,212992,432882,1482,0,1,Benign,0,FN,0,20,26.85,Lymph,0.002608101053,0,0,0,0,0,0,0,0,1129,431753,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,11.391,0.077,61,0,239.918,0,-1,8327.212,31.68711,643.639,484.4886,0.095287,103.1707
C15,P4,test_064.tif,Micro,2,97792,212992,432882,1482,2565,1,Malignant,1,TP,1,20,47.07,Lymph,0.002608101053,0.5667181865,0.9743135518,0.5583756345,0.7166123779,0.6184639604,0.5810160012,1100,841,29,430912,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,86.497,0.5848,122,40,275.5984,291,24458,3844.713,11.18352,257.4178,326.6647,0.099773,95.22176
C15,P5,test_064.tif,Micro,1,97792,212992,432882,1482,4362,1,Malignant,1,TP,1,20,24.325,Lymph,0.002608101053,0.3088919289,1,0.3088919289,0.4719899666,0.3584354562,0.32198158,1129,2526,0,429227,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,38.443,0.2599,49,10,243.6735,279.2,3843,4236.228,18.384,309.195,387.83,0.052829,113.3903
C15,P6,test_064.tif,Micro,3,97792,212992,432882,1482,0,1,Benign,0,FN,0,20,18.855,Lymph,0.002608101053,0,0,0,0,0,0,0,0,1129,431753,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,11.391,0.077,43,0,241.7442,0,-1,7437.441,26.29748,644.4143,429.8414,0.086084,96.8846
C15,P7,test_064.tif,Micro,4,97792,212992,432882,1482,2230,1,Malignant,1,TP,1,20,76.858,Lymph,0.002608101053,0.6127305175,0.9123117803,0.5786516854,0.7330960854,0.6558003311,0.6247992864,1030,651,99,431102,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,7.594,0.0513,94,13,122.0851,89.84615,19220,2911.648,6.825923,373.998,338.5159,0.046393,91.18587
C15,P8,test_064.tif,Micro,4,97792,212992,432882,1482,4359,1,Atypical,1,TP,1,20,59.796,Lymph,0.002608101053,0.3137854364,1,0.3137854364,0.4776814047,0.3637007925,0.3269843433,1129,2469,0,429284,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,8.657,0.0585,163,48,205.6748,236.8333,8981,2536.524,9.853372,212.5443,375.6885,0.059013,94.26867
C15,P9,test_064.tif,Micro,2,97792,212992,432882,1482,0,1,Benign,0,FN,0,20,34.565,Lymph,0.002608101053,0,0,0,0,0,0,0,0,1129,431753,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,25.629,0.1733,66,0,155.9545,0,-1,5747.446,14.46864,569.7934,332.7173,0.103138,92.96651
C45,P1,test_024.tif,None,2,97792,221184,735660,0,0,0,Benign,1,TN,1,20,20.026,Lymph,0,1,1,1,1,1,1,0,0,0,735660,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,3.375,0.022,45,0,237.6,0,-1,8678.034,26.82262,2561.984,462.1911,0.133701,80.27904
C16,P10,test_065.tif,Micro,1,77824,53760,239806,1730,0,1,Benign,0,FN,0,20,60.587,Lymph,0.005604530329,0,0,0,0,0,0,0,0,1344,238462,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,2.213,0.0603,173,1,267.1618,250,4483,3705.184,12.74879,752.8298,377.4456,0.167065,80.55627
C16,P11,test_065.tif,Micro,3,77824,53760,239806,1730,13630,1,Malignant,1,TP,1,20,62.946,Lymph,0.005604530329,0.2845648952,1,0.2845648952,0.4430525795,0.332081439,0.2970667776,1344,3379,0,235083,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,4.98,0.1356,170,14,248.3118,338.0714,16450,1978.476,6.662494,408.3573,454.4471,0.068662,91.03165
C16,P2,test_065.tif,Micro,1,77824,53760,239806,1730,0,1,Benign,0,FN,0,20,53.601,Lymph,0.005604530329,0,0,0,0,0,0,0,0,1344,238462,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,16.808,0.4577,110,0,280.7182,0,-1,3575.613,13.26384,617.2051,376.0455,0.135181,93.25991
C16,P3,test_065.tif,Micro,3,77824,53760,239806,1730,0,1,Benign,0,FN,0,20,40.958,Lymph,0.005604530329,0,0,0,0,0,0,0,0,1344,238462,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,36.727,1,94,1,301.383,325,6875,3901.463,11.11715,517.3562,478.0516,0.093684,95.26943
C16,P4,test_065.tif,Micro,2,77824,53760,239806,1730,1550,1,Malignant,1,TP,1,20,106.032,Lymph,0.005604530329,0.8985507246,0.7842261905,0.7204374573,0.8375049662,0.8730947647,0.890910899,1054,119,290,238343,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,24.485,0.6667,291,83,259.6838,253.6867,39912,2624.369,8.283572,222.0871,427.7546,0.123386,91.11325
C16,P5,test_065.tif,Micro,1,77824,53760,239806,1730,0,1,Benign,0,FN,0,20,234.58,Lymph,0.005604530329,0,0,0,0,0,0,0,0,1344,238462,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,3.32,0.0904,81,0,257.8642,0,-1,4191.683,16.02542,822.7701,538.2224,0.134151,101.2297
C16,P6,test_065.tif,Micro,3,77824,53760,239806,1730,0,1,Benign,0,FN,0,20,13.763,Lymph,0.005604530329,0,0,0,0,0,0,0,0,1344,238462,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,3.32,0.0904,25,0,281,0,-1,7727.29,25.5118,725.7851,458.2121,0.072266,107.8406
C16,P7,test_065.tif,Micro,4,77824,53760,239806,1730,0,1,Benign,0,FN,0,20,37.393,Lymph,0.005604530329,0,0,0,0,0,0,0,0,1344,238462,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,0.984,0.0268,2,0,83.5,0,-1,0,0,2561.984,1280.992,0.020876,0
C16,P8,test_065.tif,Micro,4,77824,53760,239806,1730,0,1,Benign,0,FN,0,20,19.257,Lymph,0.005604530329,0,0,0,0,0,0,0,0,1344,238462,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,2.213,0.0603,51,0,212.098,0,-1,5407.161,21.61814,646.8824,380.3142,0.087408,100.2008
C16,P9,test_065.tif,Micro,2,77824,53760,239806,1730,0,1,Benign,0,FN,0,20,46.029,Lymph,0.005604530329,0,0,0,0,0,0,0,0,1344,238462,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,0.984,0.0268,107,0,213.0935,0,-1,4837.874,17.22153,529.0556,470.7948,0.154099,93.48112
C3,P1,test_010.tif,Micro,2,86528,207360,2957718,541,0,1,Benign,0,FN,0,20,19.146,Lymph,0.0001646539663,0,0,0,0,0,0,0,0,487,2957231,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,3.375,0.0234,46,0,248.7391,0,-1,14585.36,57.06852,623.298,365.9624,0.19037,83.65431
C17,P10,test_066.tif,Micro,1,155648,86016,2021289,1563,0,1,Benign,0,FN,0,40,102.093,Lymph,0.0007213218892,0,0,0,0,0,0,0,0,1458,2019831,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,3.375,0.0459,303,1,267.7855,275,74346,5539.164,20.96751,540.8789,333.1087,0.277959,71.36768
C17,P11,test_066.tif,Micro,3,155648,86016,2021289,1563,3281,1,Malignant,1,TP,1,40,66.161,Lymph,0.0007213218892,0.2308238636,0.4458161866,0.1793598234,0.3041647169,0.2554629775,0.2375628843,650,2166,808,2017665,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,1,0.0136,177,5,276.9718,313.4,54201,5136.528,15.45427,409.1797,393.6961,0.13049,90.70532
C17,P2,test_066.tif,Micro,1,155648,86016,2021289,1563,0,1,Benign,0,FN,0,40,60.401,Lymph,0.0007213218892,0,0,0,0,0,0,0,0,1458,2019831,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,25.629,0.3489,148,0,249.3514,0,-1,9293.83,34.07764,436.0708,411.0647,0.250908,78.75062
C17,P3,test_066.tif,Micro,3,155648,86016,2021289,1563,0,1,Benign,0,FN,0,40,56.081,Lymph,0.0007213218892,0,0,0,0,0,0,0,0,1458,2019831,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,11.391,0.1551,158,1,233.6646,717,29803,9892.613,36.89807,460.1483,478.5734,0.234218,91.68896
C17,P4,test_066.tif,Micro,2,155648,86016,2021289,1563,1198,1,Malignant,1,TP,1,40,287.942,Lymph,0.0007213218892,0.5590909091,0.4218106996,0.3165208441,0.4808444097,0.524923182,0.5485885193,615,485,843,2019346,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,7.594,0.1034,782,49,281.2225,325,20168,4200.399,13.26823,287.869,441.7124,0.266385,95.35959
C17,P5,test_066.tif,Micro,1,155648,86016,2021289,1563,0,1,Benign,0,FN,0,40,51.246,Lymph,0.0007213218892,0,0,0,0,0,0,0,0,1458,2019831,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,3.375,0.0459,143,0,236.2168,0,-1,5487.744,21.95426,556.942,444.3823,0.113304,101.4761
C17,P6,test_066.tif,Micro,3,155648,86016,2021289,1563,0,1,Benign,0,FN,0,40,19.258,Lymph,0.0007213218892,0,0,0,0,0,0,0,0,1458,2019831,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,1,0.0136,47,0,252.6596,0,-1,11343.04,39.86692,539.1256,453.048,0.128979,92.20888
C17,P7,test_066.tif,Micro,4,155648,86016,2021289,1563,0,1,Benign,0,FN,0,40,38.554,Lymph,0.0007213218892,0,0,0,0,0,0,0,0,1458,2019831,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,1,0.0136,30,0,113.6667,0,-1,13023.04,12.8119,512.7326,395.2391,0.069989,82.48493
C17,P8,test_066.tif,Micro,4,155648,86016,2021289,1563,86,1,Benign,0,FN,0,40,29.654,Lymph,0.0007213218892,0,0,0,0,0,0,0,0,1458,2019831,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,1,0.0136,67,0,177.1642,0,-1,15888.66,63.65219,395.1338,461.4681,0.250785,95.14655
C17,P9,test_066.tif,Micro,2,155648,86016,2021289,1563,0,1,Benign,0,FN,0,40,49.039,Lymph,0.0007213218892,0,0,0,0,0,0,0,0,1458,2019831,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,1,0.0136,139,0,197.0719,0,-1,10478.31,44.82012,533.8773,483.0289,0.313732,86.49853
C46,P1,test_026.tif,Macro,2,98304,103936,1256880,274733,255309,1,Malignant,1,TP,1,40,26.537,Lymph,0.1673556744,0.855320786,0.8244416343,0.7235397196,0.8395973837,0.8489612808,0.8534404747,173418,29334,36928,1017200,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,1.5,0.0208,44,24,317.1818,413.125,670,18482.23,58.09326,119.1993,451.4947,0.192573,92.99832
C18,P10,test_068.tif,Macro,1,97792,221184,1851746,157684,0,1,Benign,0,FN,0,20,69.505,Lymph,0.07696627939,0,0,0,0,0,0,0,0,142522,1709224,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,20.226,0.1317,188,38,280.2979,299.8684,2729,5072.768,16.58021,227.9799,319.6584,0.149728,81.01674
C18,P11,test_068.tif,Macro,3,97792,221184,1851746,157684,189586,1,Malignant,1,TP,1,20,8.379,Lymph,0.07696627939,0.7984334069,0.8682589355,0.7121580092,0.8318835124,0.8114853646,0.8022284271,123746,31240,18776,1677984,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,3.375,0.022,11,3,385.6364,336.3333,572,19504.47,29.5758,236.9335,416.5335,0.090428,101.003
C18,P2,test_068.tif,Macro,1,97792,221184,1851746,157684,650331,1,Malignant,1,TP,1,20,24.817,Lymph,0.07696627939,0.4980575904,0.9994036008,0.4979096025,0.6648059425,0.5535997177,0.5132014153,142437,143548,85,1565676,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,2.25,0.0146,43,14,252.7442,286.9286,1226,12092.11,41.57552,194.4347,295.6717,0.164392,76.96229
C18,P3,test_068.tif,Macro,3,97792,221184,1851746,157684,16665,1,Malignant,1,TP,1,20,22.267,Lymph,0.07696627939,1,0.1102777115,0.1102777115,0.1986488792,0.3826135644,0.6781549973,15717,0,126805,1709224,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,7.593,0.0494,29,20,318.4138,332.5,2374,8131.023,24.36011,27.22866,370.3105,0.150149,106.0845
C18,P4,test_068.tif,Macro,2,97792,221184,1851746,157684,264813,1,Malignant,1,TP,1,20,32.087,Lymph,0.07696627939,0.6710142289,0.9049760739,0.6268480448,0.7706288818,0.7076012034,0.6813762872,128979,63236,13543,1645988,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,86.49,0.5631,61,40,275.3934,297.275,9268,7561.262,25.38716,30.62247,396.57,0.262847,97.89525
C18,P5,test_068.tif,Macro,1,97792,221184,1851746,157684,143085,1,Malignant,1,TP,1,20,32.144,Lymph,0.07696627939,0.8502059415,0.7357530767,0.6513226955,0.7888496867,0.8245526573,0.842496661,104861,18475,37661,1690749,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,11.39,0.0742,22,16,267.0909,280.25,1043,9525.772,35.84783,32.77173,368.9558,0.113297,115.1446
C18,P6,test_068.tif,Macro,3,97792,221184,1851746,157684,192640,1,Malignant,1,TP,1,20,43.2,Lymph,0.07696627939,0.8383046776,0.9599430263,0.8099709314,0.8950098782,0.860102096,0.8446001349,136813,26389,5709,1682835,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,5.062,0.033,96,6,297.8542,374.8333,29267,7450.808,23.8452,451.266,427.7217,0.115121,84.24742
C18,P7,test_068.tif,Macro,4,97792,221184,1851746,157684,213409,1,Malignant,1,TP,1,20,48.993,Lymph,0.07696627939,0.7518539771,0.9653106187,0.7320743472,0.8453151545,0.7866436735,0.7617626003,137578,45407,4944,1663817,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,1.776,0.0116,33,20,143.6061,134.5,3522,7592.599,9.862662,229.466,337.7587,0.029772,108.5323
C18,P8,test_068.tif,Macro,4,97792,221184,1851746,157684,493480,1,Malignant,1,TP,1,20,17.674,Lymph,0.07696627939,0.5694485568,0.998582675,0.5689886778,0.7252935421,0.6229940485,0.5842169849,142320,107606,202,1601618,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,2.25,0.0146,31,17,225,243.1765,3244,9438.189,38.86828,68.96693,225.8641,0.191756,97.80256
C18,P9,test_068.tif,Macro,2,97792,221184,1851746,157684,297950,1,Neoplastic,1,TP,1,20,29.828,Lymph,0.07696627939,0.7138624254,0.9973547943,0.7125134087,0.8321259326,0.7568907973,0.7260013496,142145,56976,377,1652248,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,3.375,0.022,32,9,288.5313,424.8889,7646,19259.68,64.60263,127.7611,360.0754,0.204122,88.56981
C47,P1,test_027.tif,Macro,2,97792,221184,1248139,43351,45517,1,Malignant,1,TP,1,20,27.429,Lymph,0.0227947368,0.9256167371,0.9547994798,0.8867598094,0.9399816606,0.931309696,0.9272838988,27165,2183,1286,1217505,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,57.66,0.3754,62,26,264.4839,270.8462,2089,6489.794,22.64792,145.2141,356.2537,0.112453,98.07098
C19,P10,test_073.tif,Macro,1,159744,86016,1649178,677174,324806,1,Malignant,1,TP,1,40,34.048,Lymph,0.2866688738,0.8443920351,0.3725971301,0.3486570473,0.5170433032,0.6737636396,0.7858579454,176152,32462,296616,1143948,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,1,0.0133,73,42,248.8904,284.1429,877,16382.22,53.33965,56.19388,491.7708,0.227024,98.01548
C19,P11,test_073.tif,Macro,3,159744,86016,1649178,677174,546143,1,Malignant,1,TP,1,40,41.761,Lymph,0.2866688738,0.7698405499,0.502654579,0.4369850041,0.6081970276,0.695863338,0.7464992801,237639,71047,235129,1105363,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,1,0.0133,56,17,299.2679,372.1176,821,36498.01,88.55093,45.12019,744.5801,0.264763,91.42915
C19,P2,test_073.tif,Macro,1,159744,86016,1649178,677174,464501,1,Malignant,1,TP,1,40,69.443,Lymph,0.2866688738,0.581089357,0.3271393157,0.2647108157,0.4186108198,0.5029966255,0.5557136758,154661,111496,318107,1064914,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,5.063,0.0672,119,88,268.5042,292.0795,1091,7919.187,31.6479,39.87307,392.0003,0.162341,86.27271
C19,P3,test_073.tif,Macro,3,159744,86016,1649178,677174,36608,1,Malignant,1,TP,1,40,21.043,Lymph,0.2866688738,1,0.04526321578,0.04526321578,0.08660634968,0.1916223109,0.4462762773,21399,0,451369,1176410,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,25.629,0.34,19,7,350.9474,301.2857,1042,39346.02,122.572,57.25581,536.7355,0.111957,107.3608
C19,P4,test_073.tif,Macro,2,159744,86016,1649178,677174,94946,1,Malignant,1,TP,1,40,16.598,Lymph,0.2866688738,1,0.1370122343,0.1370122343,0.2410039755,0.4425319866,0.7296570031,64775,0,407993,1176410,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,5.063,0.0672,31,4,316.9032,489.5,4881,20836.05,58.16004,295.7108,716.9629,0.129045,100.2093
C19,P5,test_073.tif,Macro,1,159744,86016,1649178,677174,220908,1,Malignant,1,TP,1,40,48.263,Lymph,0.2866688738,0.894198184,0.3064103323,0.2956902112,0.4564211548,0.6462554382,0.8035271001,144861,17140,327907,1159270,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,5.063,0.0672,61,32,238.377,254.3125,1338,10726.58,24.7377,50.39297,440.991,0.107616,104.6414
C19,P6,test_073.tif,Macro,3,159744,86016,1649178,677174,602252,1,Malignant,1,TP,1,40,28.974,Lymph,0.2866688738,0.6413902362,0.4872643665,0.3829382263,0.5538038056,0.6032289454,0.6296742752,230363,128799,242405,1047611,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,1,0.0133,40,7,318.975,409.5714,529,40810.75,106.6395,56.45591,687.286,0.227106,110.1204
C19,P7,test_073.tif,Macro,4,159744,86016,1649178,677174,458991,1,Malignant,1,TP,1,40,147.82,Lymph,0.2866688738,0.8509521047,0.487082459,0.4487938071,0.6195413107,0.7403395807,0.8151323549,230277,40334,242491,1136076,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,1,0.0133,116,3,142.0603,83.33333,8938,13262.95,16.40265,105.2711,607.1814,0.208395,100.5783
C19,P8,test_073.tif,Macro,4,159744,86016,1649178,677174,315325,1,Malignant,1,TP,1,40,8.003,Lymph,0.2866688738,0.5749959163,0.2308129992,0.1971743184,0.3293995125,0.4429057795,0.5286267525,109121,80656,363647,1095754,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,1,0.0133,15,8,200,236.5,556,44833.72,105.567,63.21228,759.7297,0.115748,117.8457
C19,P9,test_073.tif,Macro,2,159744,86016,1649178,677174,1655724,1,Malignant,1,TP,1,40,52.148,Lymph,0.2866688738,0.5893578235,0.9949763943,0.587609304,0.7402442181,0.6416757699,0.6038380927,470393,327752,2375,848658,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,1,0.0133,101,23,301.9703,386.6087,5888,20901.73,61.88426,61.82705,656.935,0.355612,95.29288
C4,P1,test_013.tif,Micro,2,96768,221184,558280,304,0,1,Benign,0,FN,0,20,37.117,Lymph,0.0004316830264,0,0,0,0,0,0,0,0,241,558039,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,5.062,0.033,84,0,255.4048,0,-1,5375.893,17.71113,592.8066,348.2068,0.079784,108.5771
C2,P10,test_008.tif,Micro,1,106496,93184,1692615,2479,0,1,Benign,0,FN,0,40,68.152,Lymph,0.001095937351,0,0,0,0,0,0,0,0,1855,1690760,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,0.777,0.0155,178,0,285.6742,0,-1,6296.699,18.75724,610.1609,395.8488,0.254373,81.55942
C2,P11,test_008.tif,Micro,3,106496,93184,1692615,2479,0,1,Benign,0,FN,0,40,142.091,Lymph,0.001095937351,0,0,0,0,0,0,0,0,1855,1690760,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,1.961,0.039,326,0,221.1258,0,-1,3257.506,10.0264,536.3104,410.6617,0.133833,84.81948
C2,P2,test_008.tif,Micro,1,106496,93184,1692615,2479,0,1,Benign,0,FN,0,40,49.665,Lymph,0.001095937351,0,0,0,0,0,0,0,0,1855,1690760,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,22.337,0.4444,114,0,287.5175,0,-1,6074.955,20.64006,589.0639,367.4903,0.146812,77.68714
C2,P3,test_008.tif,Micro,3,106496,93184,1692615,2479,2428,1,Atypical,1,TP,1,40,104.425,Lymph,0.001095937351,0.8715083799,0.8409703504,0.7482014388,0.8559670782,0.8652246256,0.8696507624,1560,230,295,1690530,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,33.505,0.6667,247,71,278.0324,332.6901,23718,3715.561,11.86387,184.9243,405.8086,0.126433,94.15677
C2,P4,test_008.tif,Micro,2,106496,93184,1692615,2479,0,1,Benign,0,FN,0,40,210.928,Lymph,0.001095937351,0,0,0,0,0,0,0,0,1855,1690760,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,6.618,0.1317,591,0,259.8257,0,-1,2906.937,9.120117,556.5101,443.6159,0.212515,94.85696
